tc_author-short,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
SAINTEVREMOND,0.0010242774,0.00270479,0.0073179205,0.0246897627,0.0026664799,0.0027372504,0.0039332801,0.0118206985,0.0001758336,0.0001357721,0.0001262983,0.0229362958,0.0009138949,0.1658903949,0.0200912483,7.70E-05,0.0098898462,0.0027982316,0.0231242695,0.0163419933,0.0007360462,0.0149514828,0.0002729947,0.0001196178,0.0042998936,0.0001495898,0.0002043847,0.0365132696,0.0041515999,0.024250928,0.2033205843,0.0259240006,0.0121318652,0.0052917393,7.37E-05,0.0412234382,0.0978308354,0.0209999285,0.0012203971,0.0025939237,0.0009018548,0.0001861085,3.34E-05,0.0352217365,0.0008200965,0.0297032023,0.0047907264,0.0003942685,8.52E-05,0.0001401777,0.0073039228,0.0066065267,0.0011408152,0.0445583698,0.0005754609,0.0001154828,0.0088274225,0.0196163775,0.0118222712,0.0115008654
SALLEBRAY,0.029308341,0.0164734334,0.0058719666,0.032799798,0.0020457871,0.0059126532,0.0028573403,0.0283649752,0.0001289878,0.0025383119,0.0020917092,0.0096071886,0.0077656723,0.0089164072,0.0145708545,0.0107619477,0.0155804654,0.0010865136,0.011186931,0.0076108207,0.00260863,0.0321522793,0.0028972369,8.77E-05,0.0267571315,0.0009577991,0.0085174635,0.0212557269,0.0087688919,0.0094807816,0.0156299303,0.0279335387,0.0180920993,0.0074570357,0.0051313666,0.0041060869,0.0347719857,0.0417019859,0.0140501007,0.0181953276,0.0098830294,0.000469039,2.45E-05,0.0870928172,0.0010012625,0.0174967408,0.013972743,0.0214938037,0.0011616904,0.0020095918,0.002756328,0.0328840879,0.0002827039,0.2559649263,0.0027209001,0.0133682995,0.002158328,0.0029818354,0.0160199542,0.0002241575
SAURIN,0.0086347989,0.0004219264,0.0021413576,0.0096703553,0.0027491007,0.0172285588,0.0149417513,0.0039112258,0.0009864461,0.0002313233,0.000224978,0.0002431745,0.0138298351,0.004640148,0.0009818912,0.0002206052,0.0009190584,0.0137210972,0.019881401,0.0111862466,0.0576254109,0.0480927809,0.002303198,0.0002196194,0.0189396624,0.0003730207,0.0066221554,0.0312509653,0.0055424309,0.0196498181,0.0007890123,0.0108338328,0.0413620824,0.1506994867,6.61E-05,0.0022442287,0.0015989414,0.0037142504,0.0562521778,0.0758518589,0.0055557414,0.0003860801,2.99E-05,0.0472815715,0.0045542838,0.0111109039,0.0005670952,0.0054286804,0.00212848,0.0008244253,4.78E-05,0.0054788564,0.0018151109,0.0066003298,0.0195032972,0.0003270761,0.1398167889,0.0230576309,0.0646230484,6.66E-05
SCARRON,0.0119298243,0.0065137151,0.0003013324,0.0311524689,0.006503371,0.0149632215,0.0392173587,0.0265936907,0.0133774743,0.0205504871,0.1138001755,0.0018010435,0.0067542781,0.0056738191,0.0175910158,0.0010567393,0.0130794976,0.002362428,0.0192531795,0.004935037,0.0008311404,0.017983823,0.0037022821,0.0005670639,0.0081913125,0.0059832564,0.0070260873,0.0071458366,0.0085678426,0.0193466907,0.0027421215,0.0498756066,0.0182016058,0.0085005543,0.0006431332,0.0131922052,0.1734677897,0.0150305448,0.0236306973,0.0216914386,0.0122583452,0.0200195469,0.0008382066,0.0114832684,0.0155579696,0.0295532068,0.0067806049,0.0038804093,0.0016739998,0.0034656986,0.0012571072,0.0478358002,0.0049785804,0.0472499545,0.0089006785,0.0010439097,0.0037398046,0.0061950138,0.007496194,0.0020605106
SCUDERY,0.0144273155,0.0016473252,0.000340199,0.0121160607,0.0154642747,0.0057116549,0.0268059268,0.1052064387,0.009027599,0.003681256,0.0007877107,0.0003704778,0.0071607037,0.0071659435,0.0063217924,0.0003854977,0.0061635504,0.0072228186,0.0484365729,0.0242054624,0.0098547066,0.0105306866,0.0016387948,0.0013344559,0.0065918783,0.0072666613,0.0046860056,0.0261482941,0.0081604367,0.0081022938,0.0086573513,0.0171330655,0.0208993128,0.0113604853,0.0013283604,0.0107524231,0.0132228371,0.0172134608,0.050421538,0.0365602815,0.0174452521,0.0012040746,9.57E-05,0.0204860374,0.0065792339,0.0424128224,0.011576194,0.0025597792,0.0004134646,0.0005956295,0.001175845,0.0688489665,0.0005810507,0.1761326559,0.0166305559,0.0023305794,0.0074237476,0.0374279511,0.0099273555,0.0016411508
SEDAINE,0.0008999016,0.0001515631,5.24E-05,0.0096542819,0.0092303632,0.0119056809,0.003413564,0.0004073425,0.0001278986,0.0228664132,9.19E-05,0.0063525945,0.0002535377,0.0002233779,0.0547742169,0.0607701636,0.0469425746,0.0177441164,0.0025088703,0.0013696012,0.000153933,0.0133856364,0.0069739338,8.70E-05,0.0591523357,0.0001088093,0.0250233816,0.0185028622,0.0036280061,0.0002527274,7.97E-05,0.1204455978,0.0045209321,0.0466914692,5.36E-05,0.0025632203,0.019278532,0.0031416662,0.0472435312,0.0050317349,0.0091963228,0.0367812462,2.43E-05,0.0073944284,0.0006767993,0.0080192302,0.0094227891,0.001684236,0.0299713005,0.0018699283,0.2154317763,0.0119207992,0.0001034676,0.0049728486,0.0055600162,0.0005372093,0.0109883364,0.0036184581,0.01066933,0.0050982512
SOMMERIVE,0.0035608166,0.0001244601,0.0004585469,0.0017071707,0.0008580952,0.009854533,0.0063833627,0.0013439174,0.0017155428,8.11E-05,7.54E-05,8.59E-05,0.0051756621,0.0011640546,0.0002392813,4.60E-05,0.000657702,0.0003776934,0.0142771237,0.0192854361,0.0003317723,0.0212043695,0.0001630628,0.0049519532,0.0272267044,0.0008856324,0.0001220813,0.0007105141,0.0011706365,0.024738339,6.54E-05,0.0002667278,0.1037175245,0.149046657,4.40E-05,0.0001060287,0.0007897505,0.0018227615,0.0378054914,0.1787750018,0.0016097277,0.0001111647,2.00E-05,0.0480716597,0.001854739,0.0158559332,7.74E-05,0.000235501,5.09E-05,8.37E-05,3.18E-05,0.0577030485,8.50E-05,0.0010838663,0.1357959319,0.0004857019,0.0306767341,0.0151065522,0.0696000342,4.44E-05
TANEVOT,0.0041809699,0.0009916537,4.19E-05,0.0048206314,0.0023092405,0.0053249734,0.002275159,0.018936725,0.0001022543,7.90E-05,0.0013053724,0.1624232875,0.0016320962,0.0186482282,0.0007609312,4.48E-05,0.0004241122,0.0020092753,0.002969159,0.0108925978,0.000303341,0.0038838651,0.0001587574,6.96E-05,0.093352102,8.70E-05,0.0003110856,0.1797447264,0.0156548172,0.0070520148,0.0005614338,0.0009692322,0.0066381365,0.0468523899,4.29E-05,0.0044222367,0.000886677,0.0012555847,0.0207962401,0.0272006743,0.0007195198,0.0002982654,1.94E-05,0.044048048,0.0001974488,0.0079102304,0.0371340962,0.0141626765,4.95E-05,8.15E-05,3.10E-05,0.0368822882,8.27E-05,0.0106364618,0.0005056767,0.0051723581,0.0830857139,0.0413169567,0.0672078113,4.32E-05
THIBOUVILLE,0.011035976,0.000121483,4.20E-05,0.0138341652,0.0002362084,0.017545493,0.0190337557,0.000326499,0.0030648866,7.92E-05,7.36E-05,0.0012575107,0.0090619044,0.0001790451,0.0002335576,4.49E-05,0.0002352149,0.0192044651,0.0033290664,0.0178457957,0.0007243243,0.0042722794,0.0016274365,6.97E-05,0.0747940568,8.72E-05,0.0024786276,0.0041153149,0.0052827358,0.0007946167,0.0003598733,0.0038065978,0.124636791,0.2048914891,4.30E-05,0.0001034925,0.0006587057,0.0022295117,0.0023940671,0.0976213704,0.0007864991,0.0001085056,1.95E-05,0.0153451823,0.0008255368,0.02983396,0.0003689807,0.0119371368,0.0006408304,0.0003831033,3.11E-05,0.0469475583,8.29E-05,0.0054640059,0.0649825104,0.0024462231,0.0032180887,0.0322790675,0.1364800613,4.34E-05
TRISTAN,0.0234676151,0.0078078304,0.0060424777,0.021744768,0.0080013329,0.014448909,0.0083867515,0.1354133601,0.0036803312,0.0170894299,0.0005123981,0.0026986327,0.0058429247,0.0156861542,0.0030957747,0.0011324014,0.0037190128,0.0063995432,0.0580206303,0.0154908641,0.010386672,0.007858454,0.001018088,0.0002907157,0.008394802,0.0133218842,0.0047763048,0.0520760986,0.0029235658,0.0099926198,0.0011382686,0.0224582339,0.0153788729,0.0111308414,0.0026727571,0.0181021908,0.0713004665,0.0193919149,0.0348803641,0.02269623,0.0255279149,0.0050807087,0.0003170555,0.0232801625,0.0022093544,0.0198590573,0.0069281456,0.0238277575,0.0008258267,0.0030972864,0.0008494497,0.0396959345,0.0019095574,0.0593423618,0.011033017,0.0040187474,0.0133502561,0.0145807108,0.0390857582,0.0163104504
VILLIERS,0.0039794072,0.0005513635,0.0018625874,0.020414355,0.0021735235,0.0111386977,0.0077123357,0.0339757816,0.0001146137,0.0024284401,0.0112440863,0.0027665735,0.0031439642,0.0015583719,0.0010733082,0.0041476709,0.0179812427,0.0040946724,0.027074463,0.0229933228,0.0007495281,0.0151796214,0.0012269299,7.80E-05,0.0078673045,0.0193438797,0.0009692609,0.053704162,0.0007753011,0.0145273704,0.0055384644,0.0702792888,0.0209913948,0.0124818354,4.80E-05,0.0005077883,0.2397278303,0.0078767733,0.0136853261,0.0732694308,0.0224537131,0.0045273631,2.18E-05,0.0047650361,0.0025014553,0.0186683599,0.0183615318,0.0083768665,0.0051783121,0.001101462,0.0041170448,0.0614897873,0.0019390265,0.0569328781,0.0069673205,0.0033895199,0.0053765518,0.0018871735,0.0093063137,0.0233822227
VOLTAIRE,0.0070151555,0.0119277696,0.0012742454,0.0165943887,0.0070665401,0.0250681867,0.0151576751,0.004852419,0.0014347312,0.000634594,0.0005200585,0.017879943,0.0078265629,0.0176887228,0.0120777955,0.000483553,0.0129755292,0.0510935363,0.0139490101,0.0162794978,0.0184550438,0.0245730276,0.021122589,0.0017066965,0.0161522257,0.0015202756,0.0047278125,0.0153546122,0.003308058,0.0067567882,0.0006123629,0.0067315894,0.0217530854,0.1373200252,0.0016217948,0.0013406238,0.0163043316,0.0043609717,0.0137841603,0.0935310903,0.0026432677,0.0343018498,0.000142507,0.0230221569,0.0095780229,0.0150399027,0.0017439325,0.0096821025,0.0023326521,0.0049211548,0.0003566347,0.0166806461,0.0031842351,0.0059278968,0.015334146,0.0007148348,0.1462171342,0.0201840159,0.0344825342,0.0006732946
