idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
tc0217,0.0034856337,0.0009090187,0.0028703759,0.0215223214,0.0067990914,0.0006069513,0.005669148,0.0034696533,0.007238492,9.76E-05,0.0003046109,0.0003131218,0.0002506089,0.0002207976,0.0038716613,5.53E-05,0.0004953136,0.0004254515,0.0411235883,0.0422567019,0.0003599615,0.00396952,0.0008346921,0.003911867,0.0059681404,0.0009088079,0.0001469489,0.0005724633,0.0141303883,0.0131960757,0.0002743511,0.0011296034,0.3543301551,0.0092661073,5.30E-05,0.0001276265,0.0014748693,0.0019026312,0.0221854913,0.0355366161,0.0200208689,0.0009620459,2.40E-05,0.0297938255,0.0008738594,0.0174381631,9.32E-05,0.1457238225,0.0015626853,0.0001007852,3.83E-05,0.0630771555,0.0001022723,0.0032714258,0.053014141,0.0002996131,0.0037790518,0.0149517601,0.0325547376,5.35E-05
tc0218,0.0190764539,0.0189033845,5.48E-05,0.0657794439,0.0070852864,0.0038269057,0.0009907005,0.0006301245,0.0026575179,0.0042900537,0.0123086178,0.0002983683,0.0038807308,0.0084202462,0.04374638,5.85E-05,0.0054933527,0.0007992885,0.0049097392,0.003055484,0.0007755694,0.0215748148,0.0934963057,9.09E-05,0.0423506652,0.000113722,0.0020828516,0.0024880515,0.0008023187,0.0002641381,0.000267942,0.0261596142,0.0937470638,0.0074842796,5.60E-05,0.0106027089,0.2910072124,0.0425286246,0.0006944365,0.0041575203,0.0008329105,0.0594790315,2.54E-05,0.0100499161,0.0179091457,0.013923997,0.0012365854,0.000877663,0.0010897318,0.0001065667,0.00022832,0.0138268703,0.0073591392,0.0078795319,0.0027888103,0.0032132163,0.0009553855,0.0025418053,0.0056893827,0.002976416
tc0219,0.0430251525,0.0001560422,0.0002298707,0.0289880766,0.0011105022,0.0065852387,0.0044549539,0.0028173578,0.0009080038,0.0001016771,0.0004225265,0.0001076514,0.0074154212,0.0005494614,0.0019339892,5.76E-05,0.000628433,0.0012070139,0.0069587813,0.0060476385,0.0010163214,0.0010383039,0.0002044404,8.96E-05,0.0148525256,0.0001120249,0.0006808015,0.0006920045,0.0139588398,0.0039683645,8.20E-05,0.0017330156,0.5439871006,0.0023009489,5.52E-05,0.0001329338,0.0006402438,0.0065044131,0.0039826439,0.0381416032,0.0054145419,0.000139373,2.50E-05,0.0261214255,0.0020216136,0.0078863275,9.71E-05,0.1058946733,0.0012571626,0.0004460057,3.99E-05,0.0210606895,0.0002648885,0.0021980891,0.0050986785,0.0013355854,0.0003646774,0.0420627413,0.0303371058,5.57E-05
tc0220,0.0216475293,0.0030230123,0.0013524834,0.0679929327,0.0115679164,0.0017137698,0.0141490839,0.0062786379,0.0001245332,0.0041694373,0.0879382545,0.0004665058,0.0107630706,0.0103334595,0.0147224531,0.0023469547,0.0114648234,0.0002137545,0.0137617203,0.0022287256,0.0004994964,0.0278413283,0.0005655288,8.47E-05,0.0234426251,0.0008496344,0.0018269727,0.0024341202,0.0003648502,0.0021174138,0.0063811057,0.0550987894,0.061307094,0.006344423,0.0092523064,0.0194937848,0.2328259287,0.0812305819,0.0022255381,0.0064200796,0.0073007423,0.0407707093,2.37E-05,0.0044159398,0.0032209433,0.0309931942,0.0024832508,0.0017195768,6.03E-05,0.00686965,0.0002236644,0.0233172523,0.0014415049,0.0329980702,0.0069726771,0.0009579847,0.0015111463,0.0025424161,0.0035159448,0.0017959695
tc0221,0.0441108112,0.0338099248,5.58E-05,0.114271053,0.0127435319,0.0367296877,0.0006218513,0.0012448642,0.000136073,0.0003263687,0.1135760001,0.0001112441,0.0024720382,0.0093166094,0.0337704441,5.96E-05,0.033554822,0.0006558694,0.0105252176,0.0005389013,0.0003809838,0.0543503124,0.0158236944,9.26E-05,0.0316210861,0.0021525708,0.0097449965,0.0042446099,0.0014263501,0.0026354177,0.0002849594,0.018604167,0.0468583657,0.0031888078,0.000262849,0.0182349997,0.2240105595,0.0172024748,0.0043817151,0.0044915019,0.0013173278,0.0246815148,2.59E-05,0.0010016196,0.018990814,0.0033530287,0.0019473871,0.0016078076,0.0019853851,0.0018788665,0.0004788969,0.0108096395,0.0001100805,0.0050881527,0.0055579849,0.000300349,0.0007932615,0.000876676,0.0089125145,0.0016592109
tc0222,0.0690701611,0.0003863901,4.64E-05,0.1579480468,0.024312618,0.0030426352,0.0385749706,0.0061122384,0.0001132311,8.74E-05,0.0708381252,9.26E-05,0.0008827932,0.0004156744,0.0020086712,4.96E-05,0.0073900813,0.001406897,0.0049134547,0.0068231657,0.0001362799,0.0082701602,0.0011989122,0.0005062271,0.0056983971,0.0015904689,0.007798531,0.0022319168,0.0031941323,0.0273813334,7.05E-05,0.0626970953,0.1225516518,0.0051028815,4.75E-05,0.0052007439,0.0687033284,0.1355462822,0.0095165053,0.0030476529,0.001269567,0.0001198478,2.15E-05,0.0089942892,0.0070389167,0.04961453,0.0007039699,0.0086980783,5.48E-05,9.03E-05,3.43E-05,0.0259849041,0.0003438102,0.0095680966,0.002385094,0.0012102398,0.0074588344,0.0020948717,0.0092605099,4.79E-05
tc0223,0.0839306495,0.0175880896,8.00E-05,0.1130408341,0.0129224701,0.0017007479,0.0349209498,0.0097741432,0.0001952394,0.0128360043,0.060583243,0.0001596146,0.0017894217,0.005239795,0.0115569612,8.55E-05,0.0079843836,0.0005254997,0.0057933529,0.0053828156,0.0004166476,0.0286420759,0.0004847898,0.0001328193,0.0193168111,0.0025534224,0.0074691342,0.0062504173,0.0048149651,0.0117618246,0.004598714,0.0244129703,0.0768229401,0.010265653,0.0353466734,0.0016482839,0.1339368855,0.1487394474,0.0042030896,0.003435436,0.0057705622,0.0003798204,3.71E-05,0.0080981906,0.0003769989,0.0122907178,0.0003261713,0.0004377816,9.46E-05,0.0001556483,0.0002444732,0.0242244555,0.0005075587,0.0157216886,0.0023443132,0.0022259108,0.0023468243,0.0014194467,0.0079795888,0.0036754957
tc0224,0.0401317116,0.0042369092,0.0024782203,0.04702717,0.0288299416,0.0043707833,0.0051095292,0.0061519509,0.0004739272,0.0002803226,0.0171896288,0.0027506013,0.0032932874,0.0448018837,0.0030944476,5.87E-05,0.1656185268,0.0018329682,0.0164666527,0.0102910106,0.0001614708,0.01649025,0.0005654514,0.0005490532,0.0357998818,0.0004960487,0.0005096575,0.0050214456,0.0013766755,0.0221109361,0.0002793541,0.0030789691,0.0356393751,0.0192557758,0.043973242,0.0043912217,0.1613053159,0.009106324,0.0051432072,0.0149650176,0.0175937993,0.0038970412,0.0535551319,0.0147147262,0.0031959702,0.0413985642,0.0017167265,0.0039899944,0.0002429092,0.0035490545,4.07E-05,0.0066255561,0.0159911891,0.0160135688,0.0035012842,0.0006970105,0.0012975965,0.0016705171,0.0139800956,0.0116217277
tc0225,0.0975542622,0.0179419574,0.0004180085,0.1442246982,0.0114331014,0.001756082,0.0024554967,0.0019231317,0.0014902543,0.002477995,0.0784715745,0.000106708,0.0051708837,0.0100368057,0.013217678,5.71E-05,0.0035705163,0.0008162849,0.0023100151,0.0023852031,0.0005351974,0.0220628359,0.003861705,0.0004362218,0.0434639028,0.0024715019,0.0012644701,0.0021274726,0.0013133894,0.0006236403,0.0006748139,0.0179647884,0.1362936524,0.0056987561,0.0027855664,0.0094030553,0.1943380585,0.0702876988,0.0018532482,0.0021492336,0.0030640843,0.0077801158,2.48E-05,0.001456833,0.0019491004,0.0166202895,9.62E-05,0.0008612644,6.32E-05,0.0048249666,0.0004056314,0.0133311259,0.0002966284,0.0099193123,0.0052247991,0.0009032864,0.0009315815,0.0033994993,0.0096674753,0.0017527697
tc0226,0.0499483241,0.0003772942,0.0007905536,0.0570669333,0.0118871504,0.0030945821,0.0022249961,0.0153947083,0.0739633324,0.0018494265,0.0061317071,0.0010502991,0.0219594094,0.0020305582,0.0037499367,0.0016122552,0.0011711788,0.0010228871,0.0092354846,0.0022953712,0.0001575864,0.0055648054,0.0002032849,0.0006550268,0.0186284722,0.0010555618,0.003150943,0.0016161607,0.0089238288,0.0117781519,8.16E-05,0.0102352498,0.2090815344,0.0131895051,0.0010631817,0.0151325652,0.0845712321,0.012201016,0.0421263987,0.0123570168,0.0205187498,0.0003315689,2.49E-05,0.0568994844,0.003799394,0.0208433297,0.0138006946,0.0240552436,0.0008642578,0.000104383,0.0037703666,0.0540554958,0.0001059232,0.0071418266,0.0079118799,0.0038496886,0.0029998757,0.0066587526,0.0446756239,0.008959122
tc0227,0.035405381,0.0003105306,0.0008015135,0.081810668,0.0233060669,0.02210959,0.0139114168,0.0039969978,0.0001102331,8.51E-05,0.0284959555,0.0006298237,0.0003759843,0.0005253811,0.0014161386,4.83E-05,0.0011416532,0.0014185762,0.0215045869,0.0086621612,0.0002928614,0.046891639,0.0001711451,7.50E-05,0.0110466019,0.0035526366,0.001705504,0.0021910677,0.0013235218,0.0927202378,6.87E-05,0.0139983523,0.3204778408,0.0212422904,4.62E-05,0.0007975555,0.0005654233,0.0177677219,0.0090334193,0.0173857536,0.0070916914,0.0034146606,2.09E-05,0.024959913,0.031786024,0.0047325659,8.13E-05,0.0303596103,5.34E-05,0.0013915053,3.34E-05,0.0741824517,0.0002612759,0.0026655953,0.0042517173,7.24E-05,0.0009538328,0.0023361843,0.0038855019,4.66E-05
tc0228,0.0164725671,0.0015129397,0.0002492582,0.1214725159,0.0062794427,0.0012992945,0.0065176629,0.003537165,0.0014195357,0.001108214,0.0002645423,0.0001052101,0.0034077365,0.0177813745,0.1335830166,0.0506337786,0.011743671,0.0005459691,0.0060853788,0.0051756462,0.0009896127,0.0097951012,0.016375507,0.0035201643,0.1411867244,0.0012879039,0.006473799,0.0011165146,0.0001905214,0.0002542956,0.0084316604,0.0173034614,0.1209266109,0.0068323105,5.39E-05,0.0202346306,0.0706916705,0.0789838217,0.0033414297,0.0043274764,0.0019212132,0.0001362124,0.0008550996,0.0042385774,0.0002484992,0.0188014209,0.0430741553,0.0002885642,6.23E-05,0.0001025957,3.90E-05,0.0027028885,0.0001041096,0.004632947,0.0042512112,0.0002636557,0.0008607708,0.0018891881,0.0139610532,5.44E-05
tc0229,0.0098507461,0.0007211346,0.0002980619,0.0289420501,0.0059363375,0.0017062807,0.0020544402,0.0063386224,0.0011766664,0.0002640989,0.0004136082,0.0006238154,0.0158369648,0.0010706465,0.0009513266,0.0001497231,0.0009623576,0.0015827111,0.0110956706,0.0054797665,0.0012233163,0.0221853868,0.0005310193,0.0002326762,0.0153372201,0.0002909765,0.0003975616,0.0014525813,0.0008484278,0.0028966094,0.0002130244,0.0019163733,0.440541041,0.0127761299,0.000143363,0.0003452861,0.0015301245,0.0037215622,0.003680366,0.0418184081,0.0037108908,0.0003620114,6.50E-05,0.0167364262,0.0083034692,0.0080182728,0.0002521034,0.2093460568,0.0001656727,0.0009344165,0.0001036577,0.0407556232,0.0006212211,0.003361311,0.0189461249,0.0002246328,0.0011029235,0.0230718494,0.0160555665,0.0003262979
tc0231,0.0044390276,0.0003123395,0.0064703119,0.0318577744,0.0187936182,0.0099960486,0.0145018339,0.0082429415,0.0045132317,8.62E-05,0.0013401674,9.13E-05,0.1581089422,0.0007856784,0.0007707254,4.89E-05,0.0004298673,0.0011566156,0.0096251786,0.0028012814,0.0253783902,0.0203088784,0.0005506983,0.0021399082,0.037938402,0.0031438241,0.0001298174,0.0005067219,0.0003718753,0.000220685,0.0002606625,0.0024253723,0.3263304283,0.0033788798,4.68E-05,0.0001127476,0.0010909012,0.0192954629,0.0253349008,0.0325088742,0.0044003287,0.000118209,2.12E-05,0.0116151049,0.0002156548,0.0185083884,0.0002888557,0.0483976465,5.41E-05,8.90E-05,3.38E-05,0.0196629261,0.0004582136,0.0044241298,0.0183466649,0.0006149851,0.0019466439,0.012620675,0.0822898859,4.72E-05
tc0232,0.0013342228,0.0001489937,5.15E-05,0.0041885764,0.0048319727,0.0109574286,0.0303522837,0.0007760255,0.0001257304,0.0002848785,0.0012668733,0.0001027887,0.0046847563,0.0002195911,0.0002864484,5.50E-05,0.0008468308,0.0085375504,0.0353411274,0.0051304389,0.0001513235,0.0132741084,0.0003864478,0.032406056,0.0720719446,0.0001069646,0.0001461459,0.0012800058,0.0057423362,0.0004356747,7.83E-05,0.0005037738,0.384325009,0.0220714271,5.27E-05,0.0010642228,0.0013997321,0.0084755401,0.0353922522,0.1172888743,0.0019777548,0.0001330775,2.39E-05,0.0050597548,0.0030540886,0.0210184755,0.0006543698,0.0006575115,0.0004433863,0.0001002345,3.81E-05,0.0912071527,0.0011106009,0.0086863836,0.0519836399,0.0006376204,0.0017276675,0.0022921946,0.002964999,5.32E-05
tc0233,0.008513879,0.0001235613,4.27E-05,0.0082497182,0.0005804556,0.0011815283,0.0113528982,0.023262329,0.0006142465,8.05E-05,7.49E-05,0.0002487278,0.0076270469,0.0047418697,0.0022571039,4.56E-05,0.0025640081,0.003612147,0.0124078029,0.0284359557,0.0063680808,0.001749986,0.0005153803,0.0005902529,0.0088485432,8.87E-05,0.0005733873,0.0052287348,0.0015609972,0.0195149135,0.0006133093,0.0015000747,0.5268749622,0.0095077905,4.37E-05,0.0002696614,0.0010467831,0.0011099738,0.0055475247,0.0646144908,0.000199556,0.0002752209,1.98E-05,0.0323237662,0.0036188202,0.0163406968,7.69E-05,0.0745635007,5.05E-05,8.31E-05,3.16E-05,0.0064415215,0.0002605697,0.0064218717,0.0132335182,0.0024715741,0.007828141,0.0191513514,0.0443795862,4.41E-05
tc0234,0.0097754702,0.0001198535,4.14E-05,0.0062812813,0.0058564326,0.0154196036,0.0273917058,0.0018281931,0.0041914708,7.81E-05,7.26E-05,8.27E-05,0.0249709548,0.0003310455,0.0023770538,4.43E-05,0.0002320599,0.0025100138,0.0046964018,0.0064289506,0.0127074099,0.0162696263,0.0001570274,0.0039635764,0.0125065551,8.60E-05,0.0023816085,0.001079545,0.0008030468,0.0213472838,6.30E-05,0.0013858225,0.4629422477,0.0109501732,4.24E-05,0.0002618335,0.0026600972,0.0079554613,0.0074098831,0.0489702284,0.0005156521,0.0004369417,1.92E-05,0.003130455,0.0081598529,0.0020671715,7.45E-05,0.1336483723,0.0002139368,8.06E-05,3.07E-05,0.0105831317,8.18E-05,0.0009209007,0.0063977863,0.0003992824,0.0102500489,0.0582277311,0.0380466011,4.28E-05
tc0235,0.0268565704,0.0002903594,4.37E-05,0.0079029899,0.0040346921,0.0441420787,0.0072811435,0.0038656603,0.0001066537,8.24E-05,7.66E-05,8.72E-05,0.0217657835,0.0003507306,0.0020018235,4.67E-05,0.0009060206,0.0016417213,0.0016402698,0.0052316056,0.0006217361,0.0112055943,0.0003340343,0.0002420297,0.0166209338,9.07E-05,0.0001239716,0.0004784702,0.0008033389,0.0013719837,0.0005843297,0.0019971975,0.5052574185,0.0099944041,4.47E-05,0.0001076705,0.0010063461,0.0034819379,0.0108552034,0.0729237823,0.0005441641,0.0002793141,2.03E-05,0.0043562781,0.034595446,0.0038984631,0.0002450415,0.0786001424,5.17E-05,0.0002524575,0.0001987517,0.0236817043,0.0011359637,0.0036668939,0.0102879626,0.0002535133,0.0002953725,0.0476881574,0.0234028754,4.51E-05
tc0236,0.011799621,0.0001182939,0.0009621954,0.0225617704,0.0048123494,0.0283807478,0.0035759725,0.002972271,0.0010770301,7.71E-05,7.17E-05,0.0006958036,0.011955704,0.0014430315,0.0010255069,4.37E-05,0.0005252092,0.0001713424,0.0344716817,0.0029140328,0.0001201436,0.0058650137,0.0001549841,6.79E-05,0.0089415468,0.0003156267,0.0016906878,0.0017586225,0.001538985,0.0073594628,0.0002140432,0.0111207429,0.4191130175,0.0062479147,4.18E-05,0.0002556081,0.0014263516,0.0048058244,0.0091736855,0.0453471084,0.0006645743,0.000261795,1.90E-05,0.0051441582,0.0032339387,0.0008418723,0.0005419927,0.2166459563,4.84E-05,0.0005588972,0.0011646657,0.0204919276,8.08E-05,0.0013936286,0.0102950703,0.0002191102,0.0061353534,0.0346575346,0.0423450708,4.22E-05
tc0237,0.0062981561,0.0001294149,4.47E-05,0.0151056088,0.0044947683,0.0007104463,0.0230813516,0.0059654551,0.0041701422,8.43E-05,7.84E-05,8.93E-05,0.0064591804,0.0015556888,0.0035923586,4.78E-05,0.0012007088,0.0024010741,0.0160900633,0.0174726933,0.0003262573,0.0033404568,0.0001695544,7.43E-05,0.0466472837,0.0002966172,0.0005317197,0.0098352643,0.0044236975,0.0118071984,6.80E-05,0.0010131858,0.5593697073,0.0187998783,4.58E-05,0.0001102498,0.0007894636,0.0019749667,0.0052000909,0.0464087592,0.0004032232,0.0001155902,2.08E-05,0.0081414869,0.0002108771,0.0193817552,8.05E-05,0.0334308527,5.29E-05,0.0008992497,3.31E-05,0.0085723424,0.0004804295,0.0034892746,0.0367323381,0.0002463984,0.0016767952,0.0426766204,0.0230051842,4.62E-05
tc0238,0.0480450571,0.0001179666,4.08E-05,0.0158420507,0.0022508654,0.0007963828,0.0206029822,0.0059257379,0.0109339716,7.69E-05,0.0004160888,8.14E-05,0.0154326679,0.0015726411,0.0013723289,0.0002131901,0.000567914,0.0122848985,0.0042828466,0.0019558171,0.0002851336,0.0139004223,0.0004937805,0.0041815607,0.005406322,0.0073441556,0.0002801102,0.0011137761,0.0043360617,0.0099854507,6.20E-05,0.0016352546,0.4340000422,0.0087316014,4.17E-05,0.0009461218,0.001708189,0.0066830267,0.0942908375,0.0539341678,0.0105169784,0.000435083,1.89E-05,0.0237882844,0.0007130751,0.0020203176,7.34E-05,0.0327975009,0.0002178323,7.94E-05,3.02E-05,0.0200464012,8.05E-05,0.0115401452,0.0099896826,0.0017002255,0.0030438454,0.051768656,0.0389253311,4.21E-05
tc0242,0.00321597,0.0001233103,4.26E-05,0.0038528915,0.0155882886,0.0476073023,0.0203049044,0.0015694563,0.002472872,8.03E-05,0.0002749284,8.51E-05,0.0010301087,0.0001817381,0.0013001033,4.56E-05,0.0002387529,0.0280641622,0.0012093894,0.0007099257,0.0003254245,0.0078270869,0.000362305,7.08E-05,0.010030833,0.0281035569,0.0037353163,0.0242434946,0.000598074,0.0201476721,6.48E-05,0.0009199506,0.011511282,0.13077017,0.0002513719,0.0001050492,0.0012410156,0.0023181647,0.0024911537,0.2274940778,0.0017268284,0.0005248654,1.98E-05,0.0054411836,0.0077831732,0.0564707363,7.67E-05,0.0119828537,5.04E-05,8.30E-05,3.15E-05,0.0283972638,8.42E-05,0.0064469994,0.0029786089,0.0004838526,0.0025275214,0.0097032024,0.2645340487,4.40E-05
tc0243,0.0201348164,0.0005055101,0.0002967752,0.0258705086,0.0013599632,0.0018644982,0.0206523878,0.0042965616,0.0002809319,0.000216925,0.0002017885,0.0010381063,0.0044188017,0.0050290383,0.002884907,0.0002925919,0.0021176629,0.0127702433,0.0085228216,0.0115580332,0.1584736488,0.0069689579,0.001080271,0.0001911151,0.0031716657,0.0005841991,0.0006481544,0.0031645101,0.0009608837,0.0182134912,0.0007116666,0.0019234776,0.0241971544,0.0822471612,0.0005988493,0.0002836103,0.0015188291,0.0078877558,0.0282292216,0.0713823821,0.0017759093,0.0002973482,5.34E-05,0.0286436614,0.0005424676,0.0551578964,0.0002070722,0.0484006091,0.0001360799,0.0002239639,8.51E-05,0.0121157513,0.0007448943,0.0037864922,0.0056922857,0.0046869943,0.0821364962,0.0143130204,0.2041318593,0.0001187972
tc0244,0.0028066201,0.0002339863,0.0002499138,0.0030708567,0.0055899348,0.0234711457,0.0055826625,0.0013416171,0.0005492578,0.0001524654,0.0004941271,0.000161424,0.0016342268,0.0006961657,0.0004498513,8.64E-05,0.001346027,0.0267988391,0.005018132,0.0082041269,0.0009502795,0.0220275049,0.0003065598,0.000134325,0.0391264571,0.0093127555,0.000229514,0.0352179,0.0015394275,0.0007897682,0.0001229799,0.002063266,0.0578055562,0.1812371555,0.0004779932,0.0001993351,0.001402277,0.0032628727,0.0245433251,0.2619630858,0.0003778965,0.0005926488,3.75E-05,0.0102495089,0.0163764282,0.0080314126,0.0005039006,0.0013310338,9.56E-05,0.0001574127,5.98E-05,0.0298056738,0.0001597354,0.0045417333,0.0641653207,0.0006830874,0.0033722398,0.0029950997,0.125730213,8.35E-05
tc0245,0.001315829,0.001447149,5.18E-05,0.0037366334,0.0045020344,0.0206761042,0.0144392553,0.0007636727,0.0027448902,9.76E-05,9.08E-05,0.0004717802,0.0033727041,0.0015397558,0.0012157018,5.53E-05,0.000833768,0.0372890205,0.0043092227,0.0060450737,0.0011018076,0.0045098011,0.0001962407,0.0086028458,0.0276119664,0.0124460589,0.0001469207,0.0317280968,0.0021413236,0.001545635,0.000439019,0.0006767328,0.0326316855,0.1918842735,5.30E-05,0.0001276021,0.0017497765,0.0019057939,0.001394733,0.2549564937,0.000241906,0.000133783,2.40E-05,0.0041810638,0.0004314326,0.0256464933,9.32E-05,0.0053904595,6.12E-05,0.0004703038,3.83E-05,0.0466760842,0.0004687434,0.0037883997,0.0690173768,0.0007851177,0.0031133788,0.0150147093,0.1429573798,0.0006187592
tc0246,0.0005696934,0.0012462381,5.05E-05,0.015584066,0.0034819389,0.0285691342,0.0079378369,0.0028859657,0.0021420388,0.0002707375,8.84E-05,0.0001006692,0.009123889,0.0002150631,0.0002805419,5.39E-05,0.0006553416,0.0194270834,0.0017312914,0.006111445,0.0001482032,0.0314208441,0.0007738208,8.38E-05,0.0176086844,0.000104759,0.0005099046,0.0005428871,0.0003765119,0.0061232485,7.67E-05,0.0012428762,0.0887414701,0.224480919,5.16E-05,0.0001243119,0.000630601,0.0060207218,0.0184471754,0.1164697745,0.0011985806,0.0001303334,0.0002164117,0.0880982786,0.0067769378,0.0049422396,9.08E-05,0.0019768624,0.0002383144,9.82E-05,0.0002315328,0.0249028739,9.96E-05,0.0022748703,0.0698278184,8.09E-05,0.0171811525,0.0443072717,0.1227704549,5.21E-05
tc0248,0.0101577277,0.0001278094,0.0012424772,0.0136396995,0.0096534846,0.0134103,0.0076782964,0.0013373133,0.0001078538,8.33E-05,0.0004917914,0.0036193109,0.0028809846,0.0020682467,0.0008489515,4.72E-05,0.0008807543,0.0057861371,0.0156694726,0.010023293,0.118858192,0.0316893402,0.0003624905,7.34E-05,0.0287969081,0.0027037476,0.0001253666,0.0067814211,0.0009783833,0.0076629906,6.72E-05,0.00090326,0.0403748905,0.1568841072,0.0004199387,0.0018071251,0.0017624149,0.0011951315,0.0051654908,0.1626242834,0.0015580548,0.0001141562,2.05E-05,0.0546421732,0.000625174,0.0040794818,0.0002905947,0.0014122578,0.0034384439,0.0002749415,0.0006405714,0.0201163152,0.0002805943,0.007235709,0.0040316228,0.0006559541,0.0971118049,0.0152712069,0.1189693752,0.0002406475
tc0249,0.0021975325,0.0001501969,0.0002181925,0.0167695243,0.0014220654,0.0129521048,0.0519206238,0.0013986106,0.0017112082,0.0021328976,9.10E-05,0.0001036188,0.0020691063,0.0007157113,0.0004500055,5.55E-05,0.0004570676,0.0049648742,0.0006109762,0.009943653,0.0026479965,0.009603543,0.0008330372,8.62E-05,0.0562023628,0.0001078284,0.0003026108,0.0017002378,0.0013101926,0.0018057497,7.89E-05,0.0027655349,0.0898418825,0.1824019267,0.0002134914,0.0001279542,0.0013112962,0.0033138289,0.0011187089,0.1262378314,0.0007249827,0.0001341521,2.41E-05,0.0351594402,0.0061758789,0.0057746512,9.34E-05,0.050336891,0.0002350116,0.000101044,3.84E-05,0.0099809165,0.0001025349,0.0058440833,0.0420303289,8.32E-05,0.0169667024,0.0722423693,0.1615525826,5.36E-05
tc0252,0.0214567347,0.007580864,6.16E-05,0.0479106733,0.0185394029,0.0016745903,0.0091824799,0.0038137254,0.0144948036,0.0151793403,0.0002846987,0.0003015038,0.0074259137,0.0056720068,0.1165680337,0.0006155918,0.1246386071,0.002333742,0.0030476123,0.0089424174,0.0001808009,0.0105534783,0.0615199954,0.000846484,0.0071107682,0.0001278011,0.0062454839,0.0140887353,0.0020157252,0.0004801162,0.0047544774,0.0361443706,0.0046338443,0.0093742105,0.0017945127,0.0180708808,0.0133444938,0.0060851062,0.0110896845,0.0138737268,0.0049093128,0.0001590006,0.0045203368,0.0199351709,0.0002900731,0.0079953882,0.0013705768,0.0044926472,0.0034803326,0.0033953112,0.0007786363,0.0073451898,0.01865093,0.0075282635,0.0062056067,0.0006425127,0.0078562212,0.0021435556,0.0080594423,0.258182498
tc0255,0.0317714846,0.0047689147,0.0044266582,0.0177538142,0.0039488108,0.0091558942,0.0043663624,0.0081815536,0.0001036635,0.0040623915,7.45E-05,8.47E-05,0.0029854628,0.1432586914,0.0015237148,4.54E-05,0.0067244399,0.0025114188,0.0034245478,0.0002580238,0.0001247648,0.0183155687,0.0982686767,0.0007342456,0.0149159809,8.82E-05,0.0073257492,0.0231848749,0.0001534679,0.0157480572,0.2612251402,0.0012018912,0.0052286107,0.078948239,0.0003592777,0.0068630094,0.0340687331,0.0278166634,0.0033198706,0.008739217,0.0044616725,0.0001097211,1.97E-05,0.0150205171,0.0036534348,0.0267119933,7.64E-05,0.0152683528,0.0030914742,0.007611733,3.14E-05,0.003443331,0.0007066628,0.0140470743,0.0135831413,0.0051896469,0.019294723,0.0011511166,0.0104233812,4.38E-05
tc0256,0.0186581218,0.0084644359,5.98E-05,0.0312963309,0.0051906266,0.0041491984,0.0107031709,0.0136433508,0.0001459591,0.0009549463,0.0012748124,0.0095075424,0.0016930766,0.0727583752,0.015214368,0.0017483786,0.0116557428,0.0008277445,0.0593143968,0.0066533131,0.0001756698,0.0604760812,0.1470910262,9.93E-05,0.0031765009,0.0001241741,0.0004557069,0.0085078072,0.0015567088,0.0014385225,0.1132126326,0.0117112279,0.0222623231,0.07734434,0.0179881759,0.0259573177,0.0219066153,0.0076009307,0.0017241193,0.0059640516,0.0010795754,0.0001544882,2.77E-05,0.0263823044,0.0002818408,0.025530455,0.000107585,0.0008962381,0.0168631222,0.0010230012,4.42E-05,0.0243115235,0.0022520256,0.0103609252,0.0042643513,0.0004000981,0.0357760824,0.0052004957,0.0307219429,0.0116350491
tc0259,0.0076109833,0.0008901815,0.0030995551,0.0166492503,0.0027258748,0.0162058925,0.0016364229,0.0612294804,0.0001145648,0.0069601404,8.23E-05,0.0002831562,0.0114562797,0.0058467947,0.0006505269,0.0004208281,0.0004584741,0.0180922889,0.0999944884,0.0023219174,0.0266300792,0.0352101386,0.0020329777,7.79E-05,0.0101643388,0.0010194686,0.0005209773,0.1040327746,0.0017682757,0.0188861308,0.0004338597,0.0174219824,0.0187983725,0.0112297439,0.000570472,0.0037274355,0.0182188708,0.003741089,0.0454339916,0.1301706936,0.0039102964,0.0032611139,0.0010056016,0.0163223043,0.0063488853,0.0126374563,0.0058506914,0.0706274754,0.0004399491,0.0031726259,3.47E-05,0.0072097444,0.0102895978,0.0215902606,0.012410721,0.0002636676,0.0377022112,0.0609173285,0.0173608858,0.0018254624
tc0260,0.0044027459,0.021916887,0.0033938528,0.0072101528,0.0066196491,0.0162137681,0.0019926101,0.0124668341,0.0007265987,0.1741674334,0.0001006059,0.001093816,0.0049033065,0.0024818495,0.0038888501,0.0171376509,0.0533410429,0.0025235932,0.0162237364,0.0112312157,0.0029468576,0.0074685856,0.001746408,0.0027308208,0.0055275511,0.0180164029,0.0032315702,0.036591982,0.0111863649,0.0034202025,0.0164088212,0.0464828778,0.0035727091,0.0055345726,0.0146837445,0.0276632409,0.1261697905,0.0150020036,0.0098404145,0.0127369187,0.0186988998,0.0191964903,0.0780097941,0.0064435783,0.0047780954,0.0162608901,0.0403320551,0.0021836448,0.0058549271,0.0013149288,0.0094181997,0.0118744292,0.0128435963,0.0128808876,0.0023826773,0.0002467244,0.0029082634,0.0047758675,0.0033799548,0.0132180579
