year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1978,0.0185609552,0.0596065932,0.0061630834,0.0242094129,0.005785774,0.0226255082,0.0050589037,0.0054108078,0.0250334311,0.0061158621,0.0095969045,0.0677544521,0.01834563,0.0069774858,0.0270868658,0.0500730378,0.0072776794,0.0152295952,0.0193437774,0.0019168497,0.0218615384,0.0047799248,0.004386451,0.0036784095,0.0089552312,0.008072936,0.0077231998,0.0169163823,0.0145071134,0.0026885837,0.0119779252,0.0032138311,0.0797162832,0.0123791484,0.0239199098,0.0026872166,0.0148590287,0.0113479909,0.0074427573,0.0053990233,0.0067379881,0.0244187528,0.0316762788,0.005495747,0.0344479913,0.1870516949,0.0045404606,0.0067731746,0.0165218657,0.0136505519
1980,0.0219160972,0.0042278696,0.0227542216,0.029202368,0.0154664164,0.0085103319,0.0015615216,0.0043503039,0.0060111428,0.0013451363,0.008024373,0.0429005019,0.01193822,0.0108678217,0.1067043423,0.0231195659,0.0100213423,0.0165077487,0.0129786737,0.0069415167,0.0192573277,0.0116484972,0.0016391179,0.000993614,0.0266106001,0.2126013167,0.016732262,0.0103845024,0.0235549511,0.0015292494,0.013671927,0.0032095889,0.0653289456,0.0210250908,0.0088300608,0.0060430688,0.0115627881,0.0599310947,0.0074422027,0.0044660258,0.00954946,0.0053909213,0.0143869204,0.0089186872,0.0157235388,0.0199002731,0.00288149,0.0127962244,0.0148940419,0.003746696
1982,0.0464945888,0.0271273554,0.004536271,0.0549363057,0.0135215772,0.0097922982,0.0320131281,0.0021205169,0.0770820972,0.0239165954,0.0182170445,0.0564159489,0.0232816916,0.0022993107,0.0334402648,0.0192362649,0.0047230338,0.0644404666,0.010552811,0.0101474227,0.0335640717,0.006384103,0.0030736394,0.0035965772,0.0042205628,0.0064940421,0.0069575555,0.01326296,0.0251371589,0.0104500493,0.0022156826,0.002461355,0.0185884562,0.0113650756,0.0199846012,0.0028779135,0.0162794427,0.0167463576,0.0032001163,0.0056566888,0.0130960505,0.0774450612,0.0103351278,0.0103055723,0.0212100344,0.0218797173,0.0025870022,0.0206720908,0.0648934447,0.0107644956
1984,0.0230460665,0.041506293,0.0069844735,0.0523210908,0.0117280004,0.0087920205,0.0091586218,0.0040606377,0.0581572933,0.0081596913,0.0150309242,0.0162168064,0.0188165939,0.0046473018,0.0107381379,0.0171478301,0.0018457491,0.0271493706,0.0028965299,0.0036863455,0.0276301145,0.0107273701,0.0043750403,0.0033637438,0.0133987966,0.1867107779,0.0080812782,0.0089310621,0.0199268364,0.0041923861,0.0089004529,0.0018922989,0.0859333992,0.0231879639,0.0074237297,0.002983171,0.0027408451,0.0340842298,0.0364853583,0.0408459474,0.0095966376,0.0221469311,0.0098123858,0.0107676029,0.0158415825,0.0147878547,0.0029642294,0.0058736721,0.0290979247,0.0052065992
1986,0.0200861105,0.0133947661,0.0031061981,0.0546378579,0.0199369946,0.007608404,0.0171981238,0.0121453459,0.0273625334,0.090238135,0.0145450234,0.025677582,0.0313432848,0.0071135102,0.0125927259,0.0193376651,0.0025019343,0.0115372254,0.0068968937,0.0052518017,0.0462819818,0.0071369801,0.0137922949,0.0026364572,0.0061022103,0.0156402824,0.0039503696,0.0095268702,0.0226368491,0.005573641,0.0028523646,0.006049598,0.076298699,0.0112097519,0.0449951312,0.0025728266,0.0309774095,0.0044475422,0.0093513048,0.0493474319,0.0138304213,0.0967290339,0.0141633892,0.0114720498,0.030235373,0.0115312487,0.0015501478,0.0046041585,0.0316678093,0.0103242568
1988,0.0320175599,0.0080668543,0.0570279912,0.0423552399,0.0163876352,0.0088596592,0.041945569,0.0089880607,0.0065228154,0.086520564,0.0106907776,0.0257947316,0.0175565829,0.0065358661,0.1009543319,0.0115303084,0.0112612307,0.0238620446,0.0047625545,0.0070477361,0.0281243761,0.0145593914,0.0123916947,0.0034920244,0.014958458,0.0079262563,0.0057871584,0.0175068455,0.0130788216,0.0138121401,0.0029786651,0.0050420692,0.0710171338,0.0369627535,0.0203917724,0.0039291378,0.023855532,0.0197145496,0.0038685236,0.0057507834,0.0091226273,0.0253392195,0.0154511148,0.0106368903,0.0247760799,0.0215766905,0.0036435599,0.0142299656,0.0135250061,0.0078626463
1990,0.0127458606,0.004812697,0.0123897538,0.0639730242,0.0067269834,0.0040620238,0.0089008363,0.0079288669,0.061374704,0.0201306895,0.0064841171,0.0099905067,0.0399451949,0.0023359035,0.0113127194,0.0135561158,0.0184463302,0.0267591994,0.0072468705,0.002810608,0.0311134398,0.0120545134,0.0014952554,0.0026154338,0.003091889,0.0092982119,0.002763821,0.0061469152,0.0343627679,0.0030882361,0.0087572973,0.0012306362,0.2611338726,0.0230439974,0.0615422796,0.0021120512,0.0097904733,0.0031848431,0.0050085867,0.0056643019,0.0138370648,0.0675266971,0.0120294068,0.0063479314,0.0327291651,0.0122285325,0.0022046561,0.0034364424,0.0174394547,0.0027888211
1992,0.0188742622,0.0151785841,0.0095725928,0.0265165202,0.0096930285,0.0097424403,0.0110350539,0.0040938752,0.0621152106,0.0525608606,0.0157701301,0.0267540308,0.0136119469,0.0033276434,0.0067669413,0.012527045,0.0040983644,0.0298625411,0.0131991056,0.0044821137,0.0166594173,0.0079495235,0.0090525838,0.0041472453,0.0094746117,0.1781294205,0.004849014,0.010087481,0.0166934105,0.0062848516,0.0036768805,0.0027892475,0.0191038378,0.0181402468,0.0095933337,0.0031221049,0.0069368809,0.0205660251,0.0090870081,0.0070023173,0.0110269813,0.0569008039,0.0142096081,0.014119692,0.0443967245,0.0058838855,0.0010355574,0.0699461124,0.0627446527,0.0066082496
1994,0.0221525484,0.015547703,0.0049887065,0.0375734236,0.0141689789,0.0077728194,0.0102495273,0.0057126077,0.0438853063,0.1362791167,0.0159779575,0.0289894782,0.0271181658,0.0024208182,0.007595084,0.0205146033,0.0057222079,0.0183546699,0.0173766184,0.0044974828,0.0328347909,0.0044145385,0.0112193659,0.0019832372,0.0040344894,0.0070645229,0.003578746,0.0097664876,0.0217821094,0.0045352081,0.003450291,0.0041913207,0.0318702798,0.0092248273,0.1088020528,0.0022522552,0.0163271956,0.0108140608,0.0022522897,0.009584913,0.0137370601,0.0942868011,0.0177937413,0.0069679199,0.0191328401,0.0158123466,0.0019921309,0.0200805164,0.0451656772,0.0181501608
1996,0.0172764327,0.023085554,0.0035122771,0.032611307,0.0091529265,0.0091041901,0.0103732836,0.0066299974,0.038123081,0.0331575896,0.0167216331,0.0463616431,0.0360566323,0.0014874492,0.0109496068,0.0258780189,0.0042733981,0.0182684546,0.0069537864,0.003473774,0.0315340344,0.0121679884,0.0033061179,0.0034717915,0.0078906607,0.0144526336,0.0037588229,0.0126727192,0.0202139511,0.0049203567,0.011361208,0.0048893576,0.1257899439,0.012557209,0.0318730634,0.0034528271,0.0058110284,0.0144812488,0.0123290976,0.0097840592,0.0087772056,0.0805889688,0.0135228401,0.0035295519,0.0300528337,0.0135579679,0.00205688,0.0810107,0.0558124806,0.0109214162
1998,0.0386561139,0.0098913947,0.0118353624,0.1152701185,0.0149056876,0.0047716422,0.0261097123,0.0042601971,0.0224807534,0.0840398103,0.0151088216,0.0273808067,0.03667121,0.0039570455,0.0120738366,0.0098989219,0.0092385497,0.0128059379,0.0111355764,0.0067743311,0.0191335126,0.0046030337,0.0051418747,0.0021998659,0.0124670813,0.023470487,0.0525810083,0.007460334,0.0183278882,0.0121787598,0.0089902967,0.0028644657,0.0637463169,0.0221696302,0.0231289465,0.0031558174,0.0074667434,0.0170914617,0.0077917792,0.0057406494,0.0081307649,0.0936737828,0.0091603587,0.0055274692,0.0075264234,0.0075668978,0.0019333958,0.013609129,0.0489257102,0.0069702861
